"au_code","au_name","Maori_2001","Maori_2006","Maori_2013","Total_2001","Total_2006","Total_2013","per_01","per_06","per_13"
604221,"Corstorphine West",39,21,24,558,570,543,0.0698924731182796,0.0368421052631579,0.0441988950276243
604222,"Corstorphine East",6,15,15,840,819,837,0.00714285714285714,0.0183150183150183,0.017921146953405
604300,"Caledonian",NA,NA,NA,3,0,0,NA,NA,NA
604410,"South Dunedin",72,84,96,2538,2490,2418,0.0283687943262411,0.0337349397590361,0.0397022332506203
604420,"Forbury",30,36,36,921,975,966,0.0325732899022801,0.0369230769230769,0.0372670807453416
604500,"St Clair",114,96,93,4239,4098,4284,0.02689313517339,0.0234260614934114,0.0217086834733894
604611,"Musselburgh",39,39,48,2643,2619,2655,0.0147559591373439,0.0148911798396334,0.0180790960451977
604612,"Andersons Bay",33,18,36,2532,2517,2478,0.0130331753554502,0.00715137067938021,0.0145278450363196
604620,"Vauxhall",51,48,36,3969,3936,3882,0.0128495842781557,0.0121951219512195,0.00927357032457496
604710,"St Leonards-Blanket Bay",18,12,12,729,747,777,0.0246913580246914,0.0160642570281124,0.0154440154440154
604720,"Ravensbourne",42,27,27,1269,1269,1230,0.033096926713948,0.0212765957446809,0.0219512195121951
604810,"Inner Peninsula",15,18,24,912,939,975,0.0164473684210526,0.0191693290734824,0.0246153846153846
604821,"Company Bay",3,3,6,225,273,333,0.0133333333333333,0.010989010989011,0.018018018018018
604822,"Macandrew Bay",18,24,18,1122,1143,1146,0.0160427807486631,0.020997375328084,0.0157068062827225
604830,"Broad Bay-Portobello",15,21,24,1086,1107,1113,0.0138121546961326,0.018970189701897,0.0215633423180593
604901,"Taiaroa-Cape Saunders",27,27,33,522,498,474,0.0517241379310345,0.0542168674698795,0.069620253164557
604902,"Sandymount",3,3,0,180,174,171,0.0166666666666667,0.0172413793103448,0
605100,"Sawyers Bay",27,18,24,1275,1284,1212,0.0211764705882353,0.014018691588785,0.0198019801980198
605200,"Port Chalmers",39,36,36,1368,1335,1365,0.0285087719298246,0.0269662921348315,0.0263736263736264
605400,"St Kilda West",36,42,33,1884,1878,1845,0.0191082802547771,0.0223642172523962,0.0178861788617886
605500,"St Kilda Central",42,39,51,1584,1716,1701,0.0265151515151515,0.0227272727272727,0.0299823633156966
605600,"St Kilda East",57,36,60,2631,2625,2682,0.0216647662485747,0.0137142857142857,0.0223713646532438
605800,"Green Island",54,27,48,2418,2490,2577,0.0223325062034739,0.0108433734939759,0.0186263096623981
605910,"Abbotsford",30,15,18,1734,1788,1770,0.0173010380622837,0.00838926174496644,0.0101694915254237
605920,"Concord",54,63,33,1971,1962,1938,0.0273972602739726,0.0321100917431193,0.0170278637770898
606100,"Mosgiel East",54,63,33,3771,3996,3975,0.0143198090692124,0.0157657657657658,0.00830188679245283
606210,"Mosgiel South",33,24,18,2571,2721,2730,0.0128354725787631,0.00882028665931643,0.00659340659340659
606220,"East Taieri",6,9,9,1242,1374,1527,0.00483091787439614,0.00655021834061135,0.00589390962671906
606300,"Bush Road",27,12,21,2385,2409,2502,0.0113207547169811,0.0049813200498132,0.00839328537170264
606500,"Benhar",6,3,3,114,96,99,0.0526315789473684,0.03125,0.0303030303030303
606600,"Stirling",6,12,18,294,309,303,0.0204081632653061,0.0388349514563107,0.0594059405940594
606700,"Bruce",45,57,57,2589,2661,3105,0.0173812282734647,0.0214205186020293,0.0183574879227053
606800,"Milton",60,57,63,1917,1887,1929,0.0312989045383412,0.0302066772655008,0.0326594090202177
606900,"Kaitangata",24,24,18,789,810,759,0.0304182509505703,0.0296296296296296,0.0237154150197628
607000,"Clinton",18,6,12,318,294,285,0.0566037735849057,0.0204081632653061,0.0421052631578947
607100,"Kaka Point",3,3,3,216,201,222,0.0138888888888889,0.0149253731343284,0.0135135135135135
607200,"Owaka",15,18,12,366,327,303,0.040983606557377,0.055045871559633,0.0396039603960396
607300,"Clutha",39,42,21,3333,3255,3240,0.0117011701170117,0.0129032258064516,0.00648148148148148
607400,"Balclutha",60,48,57,4107,4065,3918,0.014609203798393,0.0118081180811808,0.0145482388973966
607501,"Teviot",18,24,21,1083,1071,1044,0.0166204986149584,0.0224089635854342,0.0201149425287356
607502,"Tuapeka",21,21,15,1803,1758,1584,0.0116472545757072,0.0119453924914676,0.00946969696969697
607600,"Tapanui",18,18,12,843,747,723,0.0213523131672598,0.0240963855421687,0.016597510373444
607700,"Lawrence",18,15,3,474,432,417,0.0379746835443038,0.0347222222222222,0.00719424460431655
607800,"Roxburgh",12,21,12,621,612,522,0.0193236714975845,0.0343137254901961,0.0229885057471264
607900,"Ranfurly",15,21,21,732,711,666,0.0204918032786885,0.029535864978903,0.0315315315315315
608000,"Maniototo",12,9,12,945,1035,1077,0.0126984126984127,0.00869565217391304,0.011142061281337
608100,"Naseby",3,3,3,99,114,120,0.0303030303030303,0.0263157894736842,0.025
608302,"Dunstan",39,45,39,3087,3771,4515,0.0126336248785228,0.0119331742243437,0.00863787375415282
608303,"Clyde",18,15,9,825,921,1011,0.0218181818181818,0.0162866449511401,0.00890207715133531
608304,"Hawea",15,33,24,1062,1596,2175,0.0141242937853107,0.0206766917293233,0.0110344827586207
608305,"Inland Water-Lake Hawea",NA,NA,NA,0,0,0,NA,NA,NA
608500,"Alexandra",75,78,78,4407,4827,4800,0.0170183798502383,0.0161591050341827,0.01625
608600,"Cromwell",54,54,48,2667,3585,4143,0.0202474690663667,0.0150627615062762,0.0115858073859522
608700,"Frankton",21,27,21,1641,1782,1827,0.0127970749542962,0.0151515151515152,0.0114942528735632
608800,"Wanaka",21,57,54,3327,5040,6471,0.00631199278629396,0.0113095238095238,0.00834492350486787
609011,"Milford",0,0,3,132,120,117,0,0,0.0256410256410256
609013,"Glenorchy",3,3,9,267,267,360,0.0112359550561798,0.0112359550561798,0.025
609014,"Kingston South",0,0,0,132,201,237,0,0,0
609022,"Kelvin Heights",3,6,3,792,960,1011,0.00378787878787879,0.00625,0.0029673590504451
609023,"Sunshine Bay",36,45,21,1860,2256,2355,0.0193548387096774,0.0199468085106383,0.0089171974522293
609027,"Inland Water-Lake Wakatipu",NA,NA,NA,0,15,0,NA,NA,NA
609028,"Lake Hayes",0,0,0,192,255,318,0,0,0
609029,"Matukituki",9,3,6,282,372,387,0.0319148936170213,0.00806451612903226,0.0155038759689922
609030,"Inland Water-Lake Wanaka",NA,NA,NA,0,0,0,NA,NA,NA
609031,"Outer Wakatipu",6,6,0,414,462,654,0.0144927536231884,0.012987012987013,0
609032,"Wakatipu Basin",6,9,9,834,963,1104,0.00719424460431655,0.00934579439252336,0.00815217391304348
609033,"Frankton East",0,6,0,153,396,636,0,0.0151515151515152,0
609034,"Lake Hayes South",0,3,15,60,615,1638,0,0.0048780487804878,0.00915750915750916
609035,"Jacks Point",0,3,3,57,189,297,0,0.0158730158730159,0.0101010101010101
609200,"Arrowtown",9,12,12,1689,2148,2445,0.00532859680284192,0.00558659217877095,0.0049079754601227
609302,"Queenstown Hill",42,36,27,2340,3150,3537,0.0179487179487179,0.0114285714285714,0.00763358778625954
609303,"Arthurs Point",3,0,3,282,414,807,0.0106382978723404,0,0.00371747211895911
609304,"Queenstown Bay",36,42,24,1653,1878,1962,0.0217785843920145,0.0223642172523962,0.0122324159021407
609400,"Balfour Community",3,3,3,135,138,126,0.0222222222222222,0.0217391304347826,0.0238095238095238
609500,"Riversdale Community",3,9,9,366,393,372,0.00819672131147541,0.0229007633587786,0.0241935483870968
609600,"Lumsden Community",15,6,9,453,414,405,0.033112582781457,0.0144927536231884,0.0222222222222222
609700,"Edendale Community",15,12,9,585,513,552,0.0256410256410256,0.0233918128654971,0.016304347826087
609800,"Wyndham",33,24,15,570,516,534,0.0578947368421053,0.0465116279069767,0.0280898876404494
609911,"Makarewa North",3,6,6,285,297,324,0.0105263157894737,0.0202020202020202,0.0185185185185185
609912,"Makarewa",18,9,21,1185,1284,1407,0.0151898734177215,0.00700934579439252,0.0149253731343284
609913,"Bay Road West",0,0,0,156,156,189,0,0,0
609914,"Mill Road-Woodend",9,12,18,558,633,711,0.0161290322580645,0.018957345971564,0.0253164556962025
609921,"Bushy Point",3,0,6,210,219,363,0.0142857142857143,0,0.0165289256198347
609922,"Otatara",30,27,27,2223,2436,2541,0.0134952766531714,0.0110837438423645,0.0106257378984652
610010,"Charlton",6,6,9,525,588,687,0.0114285714285714,0.0102040816326531,0.0131004366812227
610020,"Waikaia",12,12,9,1539,1569,1653,0.00779727095516569,0.00764818355640535,0.00544464609800363
610031,"Kaweku",0,0,0,453,495,567,0,0,0
610032,"Chatton",21,9,12,1677,1578,1650,0.0125223613595707,0.00570342205323194,0.00727272727272727
610033,"Kaiwera",18,9,6,855,885,828,0.0210526315789474,0.0101694915254237,0.0072463768115942
610040,"Hokonui",30,21,24,2634,2733,3084,0.0113895216400911,0.00768386388583974,0.00778210116731518
610051,"Waianiwa",27,24,33,1923,1827,1965,0.0140405616224649,0.013136288998358,0.016793893129771
610052,"Oreti Beach",15,6,9,432,468,567,0.0347222222222222,0.0128205128205128,0.0158730158730159
610061,"Dacre",15,15,12,1494,1557,1614,0.0100401606425703,0.00963391136801541,0.00743494423791822
610062,"Myross Bush",3,0,3,465,549,594,0.00645161290322581,0,0.00505050505050505
610072,"Waituna",27,33,21,1644,1632,1686,0.0164233576642336,0.0202205882352941,0.0124555160142349
610073,"Woodlands",3,3,0,279,255,261,0.010752688172043,0.0117647058823529,0
610074,"Greenhills",27,21,12,696,738,846,0.0387931034482759,0.0284552845528455,0.0141843971631206
610075,"Tiwai Point",NA,NA,NA,0,0,0,NA,NA,NA
610080,"Toetoes",33,15,21,1659,1614,1644,0.0198915009041591,0.00929368029739777,0.0127737226277372
610090,"Wallacetown",15,9,6,624,591,666,0.0240384615384615,0.0152284263959391,0.00900900900900901
610210,"North Gore",36,21,30,1719,1632,1569,0.0209424083769634,0.0128676470588235,0.0191204588910134
610220,"East Gore",33,33,33,1479,1413,1446,0.0223123732251521,0.0233545647558386,0.0228215767634855
610230,"Central Gore",15,15,6,825,837,783,0.0181818181818182,0.017921146953405,0.00766283524904215
610240,"West Gore",57,33,48,2805,2778,2700,0.0203208556149733,0.0118790496760259,0.0177777777777778
610250,"South Gore",36,15,18,840,840,855,0.0428571428571429,0.0178571428571429,0.0210526315789474
610400,"Mataura",183,132,141,1740,1560,1509,0.105172413793103,0.0846153846153846,0.0934393638170974
610500,"Winton",54,36,45,2100,2088,2211,0.0257142857142857,0.0172413793103448,0.0203527815468114
610601,"Grasmere",63,51,69,3339,3312,3360,0.0188679245283019,0.0153985507246377,0.0205357142857143
610602,"Waikiwi",33,30,33,1989,2190,2490,0.0165912518853695,0.0136986301369863,0.0132530120481928
610700,"Rosedale",66,51,45,3852,3885,3828,0.0171339563862928,0.0131274131274131,0.0117554858934169
610800,"Gladstone-Avenal",63,72,57,3762,3765,3657,0.0167464114832536,0.0191235059760956,0.0155865463494668
610900,"Windsor",48,57,57,3081,3054,3051,0.0155793573515093,0.018664047151277,0.0186823992133727
611001,"Waverley-Glengarry",78,72,96,2220,2301,2289,0.0351351351351351,0.0312907431551499,0.0419397116644823
611002,"Hawthorndale",66,75,66,2157,2187,2247,0.0305980528511822,0.0342935528120713,0.0293724966622163
611100,"Richmond",75,93,72,2883,2865,2787,0.0260145681581686,0.0324607329842932,0.0258342303552207
611210,"Otakaro Park",18,9,15,561,690,693,0.0320855614973262,0.0130434782608696,0.0216450216450216
611220,"Crinan",111,87,81,1590,1611,1755,0.069811320754717,0.0540037243947858,0.0461538461538462
611300,"West Invercargill",12,6,0,162,180,126,0.0740740740740741,0.0333333333333333,0
611400,"Georgetown",102,90,75,2283,2232,2289,0.0446780551905388,0.0403225806451613,0.0327653997378768
611500,"Newfield-Rockdale",120,87,87,2931,2910,2907,0.0409416581371546,0.0298969072164948,0.0299277605779154
611601,"Heidelberg",183,189,180,3078,3012,3216,0.0594541910331384,0.0627490039840637,0.0559701492537313
611602,"Strathern",96,84,108,2406,2433,2409,0.0399002493765586,0.0345252774352651,0.0448318804483188
611700,"Appleby-Kew",96,84,51,1953,1800,1914,0.0491551459293395,0.0466666666666667,0.0266457680250784
611800,"Kingswell-Clifton",198,162,150,3495,3372,3381,0.0566523605150215,0.0480427046263345,0.0443655723158829
611900,"Tisbury",3,3,3,225,246,285,0.0133333333333333,0.0121951219512195,0.0105263157894737
612100,"Bluff",159,135,99,1932,1791,1794,0.0822981366459627,0.0753768844221105,0.0551839464882943
612200,"Nightcaps",18,15,9,339,309,294,0.0530973451327434,0.0485436893203883,0.0306122448979592
612300,"Ohai",57,54,45,399,354,306,0.142857142857143,0.152542372881356,0.147058823529412
612400,"Te Anau",33,27,21,1854,1899,1911,0.0177993527508091,0.014218009478673,0.010989010989011
612500,"Tuatapere",21,15,12,681,582,558,0.0308370044052863,0.0257731958762887,0.021505376344086
612600,"Otautau",18,18,21,729,753,669,0.0246913580246914,0.0239043824701195,0.031390134529148
612712,"Manapouri",3,9,3,240,306,228,0.0125,0.0294117647058824,0.0131578947368421
612713,"Mossburn",6,3,3,240,237,207,0.025,0.0126582278481013,0.0144927536231884
612714,"Mararoa River",9,18,15,1260,1293,1584,0.00714285714285714,0.0139211136890951,0.00946969696969697
612715,"Inland Water-Lake Te Anau",NA,NA,NA,0,6,0,NA,NA,NA
612720,"Wairio",12,12,9,900,909,942,0.0133333333333333,0.0132013201320132,0.00955414012738853
612730,"Te Waewae",24,24,21,1326,1311,1383,0.0180995475113122,0.0183066361556064,0.0151843817787419
612740,"Fairfax",33,30,24,1779,1800,1908,0.0185497470489039,0.0166666666666667,0.0125786163522013
612801,"Riverton East",15,15,15,471,486,432,0.0318471337579618,0.0308641975308642,0.0347222222222222
612802,"Riverton West",39,42,30,1185,1026,999,0.0329113924050633,0.0409356725146199,0.03003003003003
612901,"Fiordland",3,NA,NA,48,18,12,0.0625,NA,NA
612902,"Inland Water-Lake Manapouri",NA,NA,NA,0,0,0,NA,NA,NA
612903,"Inland Water-Lake Hauroko",NA,NA,NA,0,0,0,NA,NA,NA
613000,"Stewart Island",12,9,3,384,399,381,0.03125,0.0225563909774436,0.0078740157480315
614001,"Oceanic-Kermadec Islands",NA,NA,NA,0,0,0,NA,NA,NA
614002,"Kermadec Islands",NA,NA,NA,3,6,0,NA,NA,NA
614502,"Inlet-Hokianga Harbour",NA,NA,NA,0,3,0,NA,NA,NA
614503,"Three Kings Islands",NA,NA,NA,0,0,0,NA,NA,NA
614504,"Oceanic-Northland Region",NA,NA,NA,3,30,0,NA,NA,NA
614601,"Inlet-Rangaunu Harbour",NA,NA,NA,0,0,0,NA,NA,NA
614602,"Inlet-Doubtless Bay",NA,NA,NA,0,0,0,NA,NA,NA
614700,"Inlet-Whangaroa Harbour",NA,NA,NA,6,15,18,NA,NA,NA
614800,"Inlet-Bay of Islands",NA,NA,NA,36,6,6,NA,NA,NA
615101,"Inlet-Tutukaka Harbour",NA,NA,NA,24,3,24,NA,NA,NA
615102,"Inlet-Whangarei Harbour",NA,NA,NA,6,24,6,NA,NA,NA
615301,"Inlet-Port Whangarei",NA,NA,NA,12,12,0,NA,NA,NA
615302,"Inlet-Mangawhai Harbour",NA,NA,NA,0,0,0,NA,NA,NA
615800,"Mokohinau Island",NA,NA,NA,0,0,0,NA,NA,NA
615900,"Little Barrier Island",NA,NA,NA,0,3,0,NA,NA,NA
616001,"Kaikoura and Rangiahua Islands",NA,NA,0,3,12,45,NA,NA,0
616002,"Inlet-Port Fitzroy",NA,NA,NA,36,27,0,NA,NA,NA
616100,"Cape Barrier",NA,NA,NA,0,0,0,NA,NA,NA
616200,"Rakitu Island",NA,NA,NA,3,0,0,NA,NA,NA
616300,"Browns Island",NA,NA,NA,0,0,0,NA,NA,NA
616400,"Aiguilles Island",NA,NA,NA,0,0,0,NA,NA,NA
617000,"Inlet-Kaipara Harbour North",NA,NA,NA,0,0,0,NA,NA,NA
617101,"Inlet-Kaipara Harbour South",NA,NA,NA,0,0,0,NA,NA,NA
617102,"Inlet-Kaipara River",NA,NA,NA,0,0,0,NA,NA,NA
617200,"Inlet-Takapuna Head",NA,NA,NA,0,0,0,NA,NA,NA
617400,"Inlet-Hobson Bay",NA,NA,NA,0,0,0,NA,NA,NA
617501,"Oceanic-Auckland Region East",NA,NA,NA,0,18,6,NA,NA,NA
617502,"Tidal-Great Barrier Island",NA,NA,NA,0,0,0,NA,NA,NA
617503,"Tidal-Motutapu and Browns Islands",NA,NA,NA,0,0,0,NA,NA,NA
617602,"Oceanic-Auckland Region West",NA,NA,NA,0,3,0,NA,NA,NA
617604,"Tidal-Manukau Harbour",NA,NA,NA,0,0,15,NA,NA,NA
617605,"Inlet-Manukau Harbour",NA,NA,NA,0,0,0,NA,NA,NA
617606,"Tidal-Manukau Harbour North",NA,NA,NA,0,0,0,NA,NA,NA
617702,"Tidal-Tamaki",NA,NA,NA,0,3,3,NA,NA,NA
617703,"Tamaki Strait",NA,NA,NA,12,18,18,NA,NA,NA
617704,"Tidal-Eastern Bays",NA,NA,NA,0,9,0,NA,NA,NA
617800,"Inlet-Waiuku River",NA,NA,NA,0,0,0,NA,NA,NA
617901,"Inlet-Waitemata Harbour",3,0,0,228,165,168,0.0131578947368421,0,0
617902,"Tidal-Waitemata Harbour",NA,NA,NA,0,0,0,NA,NA,NA
617903,"Auckland City-Marinas",NA,NA,0,15,27,42,NA,NA,0
618300,"Te Motu Island",NA,NA,NA,0,0,0,NA,NA,NA
618400,"Motiti Island",NA,9,NA,33,27,27,NA,0.333333333333333,NA
618500,"Mayor Island",NA,NA,NA,6,0,0,NA,NA,NA
619000,"Inlet-Raglan Harbour",NA,NA,NA,0,0,0,NA,NA,NA
619101,"Inlet-Aotea Harbour North",NA,NA,NA,0,0,0,NA,NA,NA
619102,"Inlets-Otorohanga District",NA,NA,NA,3,0,0,NA,NA,NA
619201,"Inlet-Waitomo District",NA,NA,NA,0,0,0,NA,NA,NA
619202,"Oceanic-Waikato Region West",NA,NA,NA,3,0,0,NA,NA,NA
619301,"Inlets-Thames-Coromandel District",NA,NA,NA,6,0,12,NA,NA,NA
619302,"Islands-Thames-Coromandel District",NA,NA,NA,9,12,3,NA,NA,NA
619303,"Bays-Thames-Coromandel District",NA,NA,NA,0,0,0,NA,NA,NA
619400,"Oceanic-Waikato Region East",NA,NA,NA,0,3,0,NA,NA,NA
619500,"Inlet-Firth of Thames",NA,NA,NA,0,0,0,NA,NA,NA
619701,"Moutohora Island",NA,NA,NA,0,0,0,NA,NA,NA
619702,"Oceanic-Bay of Plenty Region",NA,NA,NA,9,0,0,NA,NA,NA
619900,"White Island",NA,NA,NA,15,0,0,NA,NA,NA
620000,"Inland Water-Lake Taupo",NA,NA,NA,3,0,0,NA,NA,NA
620400,"Oceanic-Gisborne Region",NA,0,NA,0,36,0,NA,0,NA
620901,"Inlet-Port Napier",NA,NA,NA,3,24,0,NA,NA,NA
620903,"Oceanic-Hawke's Bay Region",NA,NA,NA,0,0,0,NA,NA,NA
620904,"Bare Island",NA,NA,NA,0,0,0,NA,NA,NA
621401,"Port-Taranaki",NA,NA,NA,3,0,0,NA,NA,NA
621402,"Oceanic-Taranaki Region",NA,NA,NA,3,21,6,NA,NA,NA
621500,"Oceanic-Oil Rigs Taranaki",NA,NA,NA,0,0,0,NA,NA,NA
622000,"Oceanic-Tararua Constituency",NA,NA,NA,0,0,0,NA,NA,NA
622101,"Inlet-Wellington Harbour",0,NA,NA,45,15,0,0,NA,NA
622102,"Seaview Marina",NA,NA,0,12,18,39,NA,NA,0
622201,"Inlet-Porirua Harbour",NA,NA,NA,30,21,27,NA,NA,NA
622202,"Oceanic-Wellington Region",NA,NA,NA,0,0,0,NA,NA,NA
622700,"Oceanic-Manawatu-Wanganui Region",NA,NA,NA,0,0,0,NA,NA,NA
623801,"Inlet-Tasman Bay",3,NA,NA,114,0,0,0.0263157894736842,NA,NA
623803,"Oceanic-Tasman Region",NA,NA,NA,0,0,0,NA,NA,NA
623804,"Oceanic-Nelson Region",NA,NA,NA,0,0,0,NA,NA,NA
623805,"Oceanic-Marlborough Region",NA,NA,NA,6,9,0,NA,NA,NA
623806,"Oceanic-Canterbury Region North",NA,NA,NA,0,0,0,NA,NA,NA
623900,"Inlet-Ligar Bay",NA,NA,NA,0,0,12,NA,NA,NA
624100,"Inlet-Buller River",NA,NA,NA,0,0,3,NA,NA,NA
624600,"Oceanic-West Coast Region",NA,NA,NA,9,0,0,NA,NA,NA
625101,"Inlet-Port Lyttelton",NA,NA,NA,15,15,0,NA,NA,NA
625102,"Inlets-Banks Peninsula Bays",NA,NA,NA,3,0,3,NA,NA,NA
625103,"Oceanic-Canterbury Region South",NA,NA,NA,0,0,12,NA,NA,NA
625200,"Oceanic-Chatham Islands",NA,NA,NA,0,0,0,NA,NA,NA
625300,"Inlet-Port Timaru",3,NA,NA,102,3,0,0.0294117647058824,NA,NA
625800,"Inlet-Otago Harbour",NA,NA,NA,24,18,3,NA,NA,NA
625901,"Inlet-Dunedin City Bays",NA,NA,NA,0,15,0,NA,NA,NA
